label,code,class,key
Mechanical complication due to heart valve prosthesis,99602,ICD,catpreop
Mechanical complication due to coronary bypass graft,99603,ICD,catpreop
Mechanical complication due to automatic implantable cardiac defibrillator,99604,ICD,catpreop
"Mechanical complication of cardiac device, implant, and graft, other",99609,ICD,catpreop
"Mechanical complication of other vascular device, implant, and graft",9961,ICD,catpreop
"Mechanical complication due to other tissue graft, not elsewhere classified",99652,ICD,catpreop
"Mechanical complication due to other implant and internal device, not elsewhere classified",99659,ICD,catpreop
"Infection and inflammatory reaction due to unspecified device, implant, and graft",99660,ICD,catpreop
"Infection and inflammatory reaction due to cardiac device, implant, and graft",99661,ICD,catpreop
"Infection and inflammatory reaction due to other vascular device, implant, and graft",99662,ICD,catpreop
Infection and inflammatory reaction due to peritoneal dialysis catheter,99668,ICD,catpreop
Other complications due to heart valve prosthesis,99671,ICD,catpreop
"Other complications due to other cardiac device, implant, and graft",99672,ICD,catpreop
"Other complications due to renal dialysis device, implant, and graft",99673,ICD,catpreop
"Other complications due to other vascular device, implant, and graft",99674,ICD,catpreop
Complications of transplanted kidney,99681,ICD,catpreop
Complications of transplanted liver,99682,ICD,catpreop
Complications of transplanted heart,99683,ICD,catpreop
Complications of transplanted lung,99684,ICD,catpreop
Central nervous system complication,99701,ICD,catpreop
Iatrogenic cerebrovascular infarction or hemorrhage,99702,ICD,catpreop
Cardiac complications,9971,ICD,catpreop
Respiratory complications,9973,ICD,catpreop
Other respiratory complications,99739,ICD,catpreop
Infection (chronic) of amputation stump,99762,ICD,catpreop
Other late amputation stump complication,99769,ICD,catpreop
Vascular complications of other vessels,99779,ICD,catpreop
"Postoperative shock, not elsewhere classified",9980,ICD,catpreop
Hemorrhage complicating a procedure,99811,ICD,catpreop
Hematoma complication proced,99812,ICD,catpreop
Accidental puncture or laceration during procedure,9982,ICD,catpreop
Other postop infection,99859,ICD,catpreop
Cataract fragments in eye following surgery,99882,ICD,catpreop
"Complications of medical care, NEC, infection due to central venous catheter",99931,ICD,catpreop
Bloodstream infection central line,99932,ICD,catpreop
Other infusion and transfusion reaction,9998,ICD,catpreop
Traffic acc nos-pers nos,E8199,ICD,catpreop
Acc cut/hem in surgery,E8700,ICD,catpreop
Abn react-surg proc nec,E8788,ICD,catpreop
"Fall from other slipping, tripping, or stumbling",E8859,ICD,catpreop
Fall nec,E8888,ICD,catpreop
Unspecified fall,E8889,ICD,catpreop
Accident nos,E9289,ICD,catpreop
Antineoplastic and immunosuppressive drugs causing adverse effect in therapeutic use,E9331,ICD,catpreop
Cardiac rhythm regulators causing adverse effect in therapeutic use,E9420,ICD,catpreop
Adv eff antilipemics,E9422,ICD,catpreop
Contact/exposure to tb,V011,ICD,catpreop
Asymptomatic human immunodeficiency virus (HIV) infection status,V08,ICD,catpreop
Personal history of malignant neoplasm of large intestine,V1005,ICD,catpreop
"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus",V1006,ICD,catpreop
Personal history of malignant neoplasm of bronchus and lung,V1011,ICD,catpreop
Personal history of malignant neoplasm of breast,V103,ICD,catpreop
Personal history of malignant neoplasm of ovary,V1043,ICD,catpreop
Personal history of malignant neoplasm of prostate,V1046,ICD,catpreop
Personal history of malignant neoplasm of bladder,V1051,ICD,catpreop
History other malignancy skin,V1083,ICD,catpreop
History tuberculosis,V1201,ICD,catpreop
Personal history of sudden cardiac arrest,V1253,ICD,catpreop
"Personal history of transient ischemic attack [TIA], and cerebral infarction without resid",V1254,ICD,catpreop
Personal history of other diseases of circulatory system,V1259,ICD,catpreop
History pneumonia,V1261,ICD,catpreop
"Personal history of surgery to heart and great vessels, presenting hazards to health",V151,ICD,catpreop
History exposure to asbestos,V1584,ICD,catpreop
Personal history of fall,V1588,ICD,catpreop
Other mental problems,V402,ICD,catpreop
Kidney replaced by transplant,V420,ICD,catpreop
Heart replaced by transplant,V421,ICD,catpreop
Heart valve replaced by transplant,V422,ICD,catpreop
Lung replaced by transplant,V426,ICD,catpreop
Liver replaced by transplant,V427,ICD,catpreop
Bone marrow replaced by transplant,V4281,ICD,catpreop
"Organ or tissue replaced by other means, Heart assist device",V4321,ICD,catpreop
Heart valve replaced by other means,V433,ICD,catpreop
Blood vessel replaced by other means,V434,ICD,catpreop
Unspecified cardiac device in situ,V4500,ICD,catpreop
Cardiac pacemaker in situ,V4501,ICD,catpreop
Automatic implantable cardiac defibrillator in situ,V4502,ICD,catpreop
Other specified cardiac device in situ,V4509,ICD,catpreop
Renal dialysis status,V451,ICD,catpreop
Renal dialysis status,V4511,ICD,catpreop
Postprocedural aortocoronary bypass status,V4581,ICD,catpreop
Postprocedural percutaneous transluminal coronary angioplasty status,V4582,ICD,catpreop
Other cardiorespiratory problems,V472,ICD,catpreop
Fitting and adjustment of cardiac pacemaker,V5331,ICD,catpreop
Fitting and adjustment of automatic implantable cardiac defibrillator,V5332,ICD,catpreop
Fitting and adjustment of other cardiac device,V5339,ICD,catpreop
Removal int fixation device,V5401,ICD,catpreop
Attention to tracheostomy,V550,ICD,catpreop
Encounter for extracorporeal dialysis,V560,ICD,catpreop
Fitting and adjustment of extracorporeal dialysis catheter,V561,ICD,catpreop
Fitting and adjustment of peritoneal dialysis catheter,V562,ICD,catpreop
Radiotherapy,V580,ICD,catpreop
Encounter for antineoplastic chemotherapy,V5811,ICD,catpreop
Encounter for antineoplastic immunotherapy,V5812,ICD,catpreop
Aftercare following surgery for neoplasm,V5842,ICD,catpreop
Aftercare following organ transplant,V5844,ICD,catpreop
Encounter for long-term (current) use of other medications,V5869,ICD,catpreop
Fitting and adjustment of vascular catheter,V5881,ICD,catpreop
Encounter for therapeutic drug monitoring,V5883,ICD,catpreop
Kidney donor,V594,ICD,catpreop
Suicidal ideation,V6284,ICD,catpreop
Chemotherapy follow-up examination,V672,ICD,catpreop
"Follow-up examination following completed treatment with high-risk medications, not elsewhere classifed",V6751,ICD,catpreop
Issue of repeat prescriptions,V681,ICD,catpreop
Other and unspecified general psychiatric examination,V702,ICD,catpreop
Examination of participant in clinical trial,V707,ICD,catpreop
Observation of other suspected mental condition,V7109,ICD,catpreop
Observation for suspected malignant neoplasm,V711,ICD,catpreop
Observ suspected tb,V712,ICD,catpreop
Observ following oth accident,V714,ICD,catpreop
Observation for suspected cardiovascular disease,V717,ICD,catpreop
Screening for pulmonary tb,V741,ICD,catpreop
Screening mammogram ot,V7612,ICD,catpreop
Special screening mal neo ot,V7649,ICD,catpreop
Screening for defic anemia ot,V781,ICD,catpreop
Pulmonary diseases other mycobact,310,ICD,catpreop
Streptococcal septicemia,380,ICD,catpreop
Unspecified staphylococcal septicemia,3810,ICD,catpreop
Methicillin susceptible Staphylococcus aureus septicemia,3811,ICD,catpreop
Methicillin resistant Staphylococcus aureus septicemia,3812,ICD,catpreop
Other staphylococcal septicemia,3819,ICD,catpreop
Pneumococcal septicemia,382,ICD,catpreop
Septicemia due to anaerobes,383,ICD,catpreop
Septicemia due to unspecified gram-negative organism,3840,ICD,catpreop
Septicemia due to Escherichia coli (E. Coli),3842,ICD,catpreop
Septicemia due to pseudomonas,3843,ICD,catpreop
Other septicemia due to gram-negative organism,3849,ICD,catpreop
Other specified septicemia,388,ICD,catpreop
Unspecified septicemia,389,ICD,catpreop
Methicillin susceptible Staphylococcus aureus,4111,ICD,catpreop
Methicillin resistant Staphylococcus aureus,4112,ICD,catpreop
Human immunodeficiency virus [HIV],42,ICD,catpreop
Unspecified viral infection,7999,ICD,catpreop
Lyme disease,8881,ICD,catpreop
Candidal endocarditis,11281,ICD,catpreop
Other and unspecified mycoses,1179,ICD,catpreop
Sarcoidosis,135,ICD,catpreop
Unspecified infectious and parasitic diseases,1369,ICD,catpreop
"Malignant neoplasm of esophagus, unspecified site",1509,ICD,catpreop
Malignant neoplasm of cardia,1510,ICD,catpreop
"Malignant neoplasm of stomach, unspecified site",1519,ICD,catpreop
Malignant neoplasm of hepatic flexure,1530,ICD,catpreop
Malignant neoplasm of transverse colon,1531,ICD,catpreop
Malignant neoplasm of descending colon,1532,ICD,catpreop
Malignant neoplasm of sigmoid colon,1533,ICD,catpreop
Malignant neoplasm of cecum,1534,ICD,catpreop
Malignant neoplasm of ascending colon,1536,ICD,catpreop
"Malignant neoplasm of colon, unspecified site",1539,ICD,catpreop
Malignant neoplasm of rectosigmoid junction,1540,ICD,catpreop
Malignant neoplasm of rectum,1541,ICD,catpreop
"Malignant neoplasm of liver, primary",1550,ICD,catpreop
Malignant neoplasm of head of pancreas,1570,ICD,catpreop
"Malignant neoplasm of pancreas, part unspecified",1579,ICD,catpreop
Malignant neoplasm of main bronchus,1622,ICD,catpreop
"Malignant neoplasm of upper lobe, bronchus, or lung",1623,ICD,catpreop
"Malignant neoplasm of middle lobe, bronchus, or lung",1624,ICD,catpreop
"Malignant neoplasm of lower lobe, bronchus, or lung",1625,ICD,catpreop
Malignant neoplasm of other parts of bronchus or lung,1628,ICD,catpreop
"Malignant neoplasm of bronchus and lung, unspecified site",1629,ICD,catpreop
Malignant neoplasm of heart,1641,ICD,catpreop
Oth malig neo ear skin external,1732,ICD,catpreop
Malig neo skin oth uns parts face,1733,ICD,catpreop
Oth malignant neo scalp/skin neck,1734,ICD,catpreop
Oth malig neo skin l limb inc hip,1737,ICD,catpreop
Oth malignant neo skin site uns,1739,ICD,catpreop
Malignant neoplasm of central portion of female breast,1741,ICD,catpreop
Malignant neoplasm of upper-outer quadrant of female breast,1744,ICD,catpreop
Malignant neoplasm of other specified sites of female breast,1748,ICD,catpreop
"Malignant neoplasm of breast (female), unspecified site",1749,ICD,catpreop
"Malignant neoplasm of corpus uteri, except isthmus",1820,ICD,catpreop
Malignant neoplasm of ovary,1830,ICD,catpreop
Malignant neoplasm of prostate,185,ICD,catpreop
Malignant neoplasm of other specified sites of bladder,1888,ICD,catpreop
"Malignant neoplasm of bladder, part unspecified",1889,ICD,catpreop
"Malignant neoplasm of kidney, except pelvis",1890,ICD,catpreop
Malignant neo thyroid gland,193,ICD,catpreop
Secondary malignant neoplasm of lung,1970,ICD,catpreop
Secondary malignant neoplasm of pleura,1972,ICD,catpreop
Secondary malignant neoplasm of retroperitoneum and peritoneum,1976,ICD,catpreop
Secondary malignant neoplasm of liver,1977,ICD,catpreop
Secondary malignant neoplasm of brain and spinal cord,1983,ICD,catpreop
Secondary malignant neoplasm of bone and bone marrow,1985,ICD,catpreop
Secondary malignant neoplasm of other specified sites,19889,ICD,catpreop
Other malignant neoplasm of unspecified site,1991,ICD,catpreop
"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",20190,ICD,catpreop
"Nodular lymphoma, unspecified site, extranodal and solid organ sites",20200,ICD,catpreop
"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",20280,ICD,catpreop
"Other malignant lymphomas of lymph nodes of head, face, and neck",20281,ICD,catpreop
Other malignant lymphomas of intra-abdominal lymph nodes,20283,ICD,catpreop
Other malignant lymphomas of lymph nodes of multiple sites,20288,ICD,catpreop
"Multiple myeloma, without mention of having achieved remission",20300,ICD,catpreop
"Acute lymphoid leukemia, without mention of having achieved remission",20400,ICD,catpreop
"Chronic lymphoid leukemia, without mention of having achieved remission",20410,ICD,catpreop
"Acute myeloid leukemia, without mention of having achieved remission",20500,ICD,catpreop
"Chronic myeloid leukemia, without mention of having achieved remission",20510,ICD,catpreop
"Unspecified leukemia, without mention of having achieved remission",20890,ICD,catpreop
Benign neoplasm bronchus/lung,2123,ICD,catpreop
Benign neoplasm of heart,2127,ICD,catpreop
Benign neoplasm cerebral meninges,2252,ICD,catpreop
Carcinoma in situ of bronchus and lung,2312,ICD,catpreop
Carcinoma in situ of breast,2330,ICD,catpreop
Ca in situ prostate,2334,ICD,catpreop
Uncert behavior neo intestine,2352,ICD,catpreop
Uncert behavior neo lung,2357,ICD,catpreop
Uncert behavior neo prostate,2365,ICD,catpreop
Uncert behavior neo bladder,2367,ICD,catpreop
Uncert behavior neo kidney,23691,ICD,catpreop
Uncert behavior neo skin,2382,ICD,catpreop
Uncert behavior neo breast,2383,ICD,catpreop
Polycythemia vera,2384,ICD,catpreop
Essential thrombocythemia,23871,ICD,catpreop
Lo gr myelodysplastic synd lesions,23872,ICD,catpreop
"Myelodysplastic syndrome, unspecified",23875,ICD,catpreop
Neoplasm of uncertain behavior of other specified sites,2388,ICD,catpreop
"Neoplasm of uncertain behavior, site unspecified",2389,ICD,catpreop
Neoplasm of unspecified nature of digestive system,2390,ICD,catpreop
Neoplasm of unspecified nature of respiratory system,2391,ICD,catpreop
Bone/skin unsp behavior neo,2392,ICD,catpreop
Neoplasm of unspecified nature of breast,2393,ICD,catpreop
Bladder unsp behavior neo,2394,ICD,catpreop
Ot gu unsp behavior neo,2395,ICD,catpreop
Neoplasm of unspecified nature of brain,2396,ICD,catpreop
Endonerv unsp behavior neo,2397,ICD,catpreop
Neoplasm of unspecified nature of other specified sites,2398,ICD,catpreop
"Neoplasms of unspecified nature, other specified sites",23989,ICD,catpreop
"Neoplasm of unspecified nature, site unspecified",2399,ICD,catpreop
Acute thyroiditis,2450,ICD,catpreop
Diabetes hypersmolarity type ii,25020,ICD,catpreop
Glucocorticoid deficiency,25541,ICD,catpreop
Carcinoid syndrome,2592,ICD,catpreop
Uns protein calorie malnutrition,2639,ICD,catpreop
Disturb sulphur amino acid metabol,2704,ICD,catpreop
Monoclonal paraproteinemia,2731,ICD,catpreop
Disorders of iron metabolism,2750,ICD,catpreop
Disorders magnesium metabolism,2752,ICD,catpreop
